date,exchange,fromSymbol,toSymbol,close,high,low,open,volumefrom,volumeto
2019-07-21,Bleutrade,BEAN,ETH,0.00000267,0.00000267,0.00000267,0.00000267,0,0
2019-07-21,Bleutrade,ADC,ETH,0.00000196,0.00000196,0.00000196,0.00000196,0,0
2019-07-21,Bleutrade,BEAN,DOGE,0.5,0.5,0.5,0.5,0,0
2019-07-21,Bleutrade,XVP,ETH,0.00000687,0.00000687,0.00000687,0.00000687,0,0
2019-07-21,Bleutrade,BEAN,BTC,4e-8,4e-8,4e-8,4e-8,0,0
2019-07-21,Bleutrade,ADC,DOGE,0.048,0.048,0.048,0.048,0,0
2019-07-21,Bleutrade,ADC,BTC,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,XVP,BTC,3.2e-7,3.2e-7,3.2e-7,3.2e-7,0,0
2019-07-21,Bleutrade,XVP,DOGE,1.33,1.33,1.33,1.33,0,0
2019-07-21,Bleutrade,EFL,DOGE,41,41,41,41,0,0
2019-07-21,Bleutrade,SLC,DOGE,0.1337,0.1337,0.1337,0.1337,0,0
2019-07-21,Bleutrade,EFL,BTC,0.00002074,0.00002074,0.00002074,0.00002074,0,0
2019-07-21,Bleutrade,EFL,ETH,0.0002231,0.0002231,0.0002231,0.0002231,0,0
2019-07-21,Bleutrade,IOP,DOGE,3200,3200,3200,3200,0,0
2019-07-21,Bleutrade,SLC,USDT,0.0001003,0.0001003,0.0001003,0.0001003,0,0
2019-07-21,Bleutrade,IOP,ETH,0.0001753,0.0001753,0.0001753,0.0001753,0,0
2019-07-21,Bleutrade,IOP,USDT,0.05282,0.05282,0.05282,0.05282,0,0
2019-07-21,Bleutrade,SLC,ETH,0.00000289,0.00000289,0.00000289,0.00000289,0,0
2019-07-21,Bleutrade,SLC,BTC,1e-7,1e-7,1e-7,1e-7,0,0
2019-07-21,Bleutrade,IOP,BTC,0.0000032,0.0000032,0.0000032,0.0000032,0,0
2019-07-21,Bleutrade,CLAM,ETH,0.001519,0.001519,0.001519,0.001519,0,0
2019-07-21,Bleutrade,BTCD,ETH,0.08103,0.08103,0.08103,0.08103,0,0
2019-07-21,Bleutrade,BTCD,BTC,0.009502,0.009502,0.009502,0.009502,0,0
2019-07-21,Bleutrade,CLAM,DOGE,943.11,943.11,943.11,943.11,0,0
2019-07-21,Bleutrade,BTCD,DOGE,15900,15900,15900,15900,0,0
2019-07-21,Bleutrade,XP,BTC,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,XP,ETH,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,XP,USDT,0.00000102,0.00000102,0.00000102,0.00000102,0,0
2019-07-21,Bleutrade,QTUM,USDT,3.676,3.676,3.676,3.676,0,0
2019-07-21,Bleutrade,NVC,ETH,0.004955,0.004955,0.004955,0.004955,0,0
2019-07-21,Bleutrade,XP,DOGE,0.002,0.002,0.002,0.002,0,0
2019-07-21,Bleutrade,USDT,DOGE,325.39,325.39,325.39,325.39,0,0
2019-07-21,Bleutrade,USDT,ETH,0.004587,0.004587,0.004587,0.004587,0,0
2019-07-21,Bleutrade,USDT,BTC,0.00009221,0.00009221,0.00009221,0.00009221,0,0
2019-07-21,Bleutrade,QTUM,DOGE,2000,2000,2000,2000,0,0
2019-07-21,Bleutrade,QTUM,ETH,0.01355,0.01355,0.01355,0.01355,0,0
2019-07-21,Bleutrade,NVC,BTC,0.0004647,0.0004647,0.0004647,0.0004647,0,0
2019-07-21,Bleutrade,RDD,ETH,0.00000638,0.00000638,0.00000638,0.00000638,0,0
2019-07-21,Bleutrade,RDD,USDT,0.001322,0.001322,0.001322,0.001322,0,0
2019-07-21,Bleutrade,DCR,USDT,26.2,26.2,26.2,26.2,0,0
2019-07-21,Bleutrade,RDD,BTC,1.3e-7,1.3e-7,1.3e-7,1.3e-7,0,0
2019-07-21,Bleutrade,QTUM,BTC,0.0003361,0.0003361,0.0003361,0.0003361,0,0
2019-07-21,Bleutrade,RDD,DOGE,0.4981,0.4981,0.4981,0.4981,0,0
2019-07-21,Bleutrade,NVC,DOGE,767.51,767.51,767.51,767.51,0,0
2019-07-21,Bleutrade,BCH,USDT,297.93,297.93,297.93,297.93,0,0
2019-07-21,Bleutrade,CLAM,BTC,0.0004778,0.0004778,0.0004778,0.0004778,0,0
2019-07-21,Bleutrade,DASH,USDT,207.77,207.77,207.77,207.77,0,0
2019-07-21,Bleutrade,DCR,DOGE,9579.64,9579.64,9579.64,9579.64,0,0
2019-07-21,Bleutrade,DCR,ETH,0.1083,0.1083,0.1083,0.1083,0,0
2019-07-21,Bleutrade,WDC,ETH,0.00000917,0.00000917,0.00000917,0.00000917,0,0
2019-07-21,Bleutrade,WDC,DOGE,4.1,4.1,4.1,4.1,0,0
2019-07-21,Bleutrade,DCR,BTC,0.002557,0.002557,0.002557,0.002557,0,0
2019-07-21,Bleutrade,BCH,ETH,1.414,1.414,1.414,1.414,0,0
2019-07-21,Bleutrade,WDC,BTC,0.0000015,0.0000015,0.0000015,0.0000015,0,0
2019-07-21,Bleutrade,BCH,BTC,0.03161,0.03161,0.03161,0.03161,0,0
2019-07-21,Bleutrade,BCH,DOGE,100227.47,100227.47,100227.47,100227.47,0,0
2019-07-21,Bleutrade,XPM,USDT,0.82,0.82,0.82,0.82,0,0
2019-07-21,Bleutrade,DASH,ETH,0.5399,0.5399,0.5399,0.5399,0,0
2019-07-21,Bleutrade,DASH,BTC,0.0108,0.0108,0.01035,0.01035,0.085,0.000918
2019-07-21,Bleutrade,DASH,DOGE,43394.98,43394.98,43394.98,43394.98,0,0
2019-07-21,Bleutrade,XPM,ETH,0.00131,0.00131,0.00131,0.00131,0,0
2019-07-21,Bleutrade,XPM,DOGE,100,100,100,100,0,0
2019-07-21,Bleutrade,HBZ,DOGE,9.98,9.98,9.98,9.98,0,0
2019-07-21,Bleutrade,HBZ,ETH,9.1e-7,9.1e-7,9.1e-7,9.1e-7,0,0
2019-07-21,Bleutrade,HBZ,USDT,0.00006005,0.00006005,0.00006005,0.00006005,0,0
2019-07-21,Bleutrade,XPM,BTC,0.00004314,0.00004314,0.00004314,0.00004314,0,0
2019-07-21,Bleutrade,SLR,ETH,0.00009167,0.00009167,0.00009167,0.00009167,0,0
2019-07-21,Bleutrade,SMC,DOGE,3.11,3.11,3.11,3.11,0,0
2019-07-21,Bleutrade,SMC,BTC,0.00000453,0.00000453,0.00000453,0.00000453,0,0
2019-07-21,Bleutrade,HBZ,BTC,7e-8,7e-8,7e-8,7e-8,0,0
2019-07-21,Bleutrade,BLK,USDT,0.076,0.076,0.076,0.076,0,0
2019-07-21,Bleutrade,MXT,DOGE,8.731,8.731,8.731,8.731,0,0
2019-07-21,Bleutrade,MXT,BTC,0.00001811,0.00001811,0.00001811,0.00001811,0,0
2019-07-21,Bleutrade,EXP,ETH,0.003436,0.003436,0.003436,0.003436,0,0
2019-07-21,Bleutrade,SLR,BTC,0.00003925,0.00003925,0.00003925,0.00003925,0,0
2019-07-21,Bleutrade,SLR,DOGE,60,60,60,60,0,0
2019-07-21,Bleutrade,BLK,ETH,0.0004789,0.0004789,0.0004789,0.0004789,0,0
2019-07-21,Bleutrade,EXP,BTC,0.0002521,0.0002521,0.0002521,0.0002521,0,0
2019-07-21,Bleutrade,WAVES,ETH,0.006184,0.006184,0.006184,0.006184,0,0
2019-07-21,Bleutrade,EXP,DOGE,420,420,420,420,0,0
2019-07-21,Bleutrade,KNT,DOGE,0.01,0.01,0.01,0.01,0,0
2019-07-21,Bleutrade,KNT,HTML,1.816,1.816,1.816,1.816,0,0
2019-07-21,Bleutrade,WAVES,BTC,0.0001389,0.0001389,0.0001389,0.0001389,0,0
2019-07-21,Bleutrade,KNT,ETH,1.8e-7,1.8e-7,1.8e-7,1.8e-7,0,0
2019-07-21,Bleutrade,DOGE,USDT,0.003058,0.003058,0.003058,0.003058,0,0
2019-07-21,Bleutrade,KNT,USDT,0.000295,0.000295,0.000295,0.000295,0,0
2019-07-21,Bleutrade,BLK,BTC,0.000016,0.000016,0.000016,0.000016,0,0
2019-07-21,Bleutrade,CDN,USDT,0.001321,0.001321,0.001321,0.001321,0,0
2019-07-21,Bleutrade,DOGE,ETH,0.00001446,0.00001446,0.00001446,0.00001446,0,0
2019-07-21,Bleutrade,BLK,DOGE,30,30,30,30,0,0
2019-07-21,Bleutrade,DOGE,BTC,2.8e-7,2.8e-7,2.8e-7,2.8e-7,0,0
2019-07-21,Bleutrade,BTA,ETH,0.0003143,0.0003143,0.0003143,0.0003143,0,0
2019-07-21,Bleutrade,CDN,ETH,0.00000975,0.00000975,0.00000975,0.00000975,0,0
2019-07-21,Bleutrade,BTA,BTC,0.00002455,0.00002455,0.00002455,0.00002455,0,0
2019-07-21,Bleutrade,CDN,DOGE,2,2,2,2,0,0
2019-07-21,Bleutrade,BTA,DOGE,38.5,38.5,38.5,38.5,0,0
2019-07-21,Bleutrade,VRC,USDT,0.0641,0.0641,0.0641,0.0641,0,0
2019-07-21,Bleutrade,CDN,BTC,3.6e-7,3.6e-7,3.6e-7,3.6e-7,0,0
2019-07-21,Bleutrade,MOON,ETH,7e-8,7e-8,7e-8,7e-8,0,0
2019-07-21,Bleutrade,ETH,USDT,223.66,228.82,222.7,228.82,15.15,3397.86
2019-07-21,Bleutrade,MOON,BTC,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,MNM,BTC,0.00002368,0.00002368,0.00002368,0.00002368,0,0
2019-07-21,Bleutrade,VRC,ETH,0.0005702,0.0005702,0.0005702,0.0005702,0,0
2019-07-21,Bleutrade,MOON,DOGE,0.0078,0.0078,0.0078,0.0078,0,0
2019-07-21,Bleutrade,MNM,DOGE,174,174,174,174,0,0
2019-07-21,Bleutrade,NLG,USDT,0.0029,0.0029,0.0029,0.0029,0,0
2019-07-21,Bleutrade,IFT,BTC,2e-8,2e-8,2e-8,2e-8,0,0
2019-07-21,Bleutrade,VRC,BTC,0.00001397,0.00001397,0.00001397,0.00001397,0,0
2019-07-21,Bleutrade,VRC,DOGE,38.08,38.08,38.08,38.08,0,0
2019-07-21,Bleutrade,NLG,ETH,0.0001034,0.0001034,0.0001034,0.0001034,0,0
2019-07-21,Bleutrade,NMC,USDT,0.5726,0.5726,0.5726,0.5726,0,0
2019-07-21,Bleutrade,IFT,ETH,0.000015,0.000015,0.000015,0.000015,0,0
2019-07-21,Bleutrade,IFT,USDT,0.0001,0.0001,0.0001,0.0001,0,0
2019-07-21,Bleutrade,ETH,BTC,0.02127,0.02141,0.02122,0.02127,5.063,0.1079
2019-07-21,Bleutrade,ETH,DOGE,100000,100000,100000,100000,0,0
2019-07-21,Bleutrade,NMC,ETH,0.002444,0.002444,0.002444,0.002444,0,0
2019-07-21,Bleutrade,NLG,BTC,0.00000355,0.00000355,0.00000355,0.00000355,0,0
2019-07-21,Bleutrade,NLG,DOGE,7.151,7.151,7.151,7.151,0,0
2019-07-21,Bleutrade,DNA,BTC,0.00000209,0.00000209,0.00000209,0.00000209,0,0
2019-07-21,Bleutrade,FJC,USDT,0.0002899,0.0002899,0.0002899,0.0002899,0,0
2019-07-21,Bleutrade,NMC,DOGE,154.47,154.47,154.47,154.47,0,0
2019-07-21,Bleutrade,NMC,BTC,0.00005503,0.00005503,0.00005503,0.00005503,0,0
2019-07-21,Bleutrade,NBC,USDT,0.02569,0.02695,0.02562,0.02579,236100.29,6168.68
2019-07-21,Bleutrade,NBC,ETH,0.0001154,0.0001203,0.0001143,0.0001145,72947.49,8.511
2019-07-21,Bleutrade,NBC,BTC,0.00000251,0.00000267,0.00000205,0.00000242,424847.89,1.029
2019-07-21,Bleutrade,NBC,DOGE,50,50,50,50,0,0
2019-07-21,Bleutrade,FJC,ETH,2e-8,2e-8,2e-8,2e-8,0,0
2019-07-21,Bleutrade,PCN,ETH,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,DIVX,ETH,0.0001606,0.0001606,0.0001606,0.0001606,0,0
2019-07-21,Bleutrade,PCN,USDT,0.00000177,0.00000177,0.00000177,0.00000177,0,0
2019-07-21,Bleutrade,PCN,BTC,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,DIVX,DOGE,111,111,111,111,0,0
2019-07-21,Bleutrade,DIVI,BTC,5e-7,5e-7,5e-7,5e-7,0,0
2019-07-21,Bleutrade,DIVX,BTC,0.00006565,0.00006565,0.00006565,0.00006565,0,0
2019-07-21,Bleutrade,DIVI,USDT,0.0066,0.0066,0.0066,0.0066,0,0
2019-07-21,Bleutrade,DIVX,USDT,0.6734,0.6734,0.6734,0.6734,0,0
2019-07-21,Bleutrade,PCN,DOGE,0.0005,0.0005,0.0005,0.0005,0,0
2019-07-21,Bleutrade,FJC,BTC,1e-8,1e-8,1e-8,1e-8,0,0
2019-07-21,Bleutrade,FJC,DOGE,0.0012,0.0012,0.0012,0.0012,0,0
2019-07-21,Bleutrade,DIVI,ETH,0.00002822,0.00002822,0.00002822,0.00002822,0,0
2019-07-21,Bleutrade,VTC,USDT,1.915,1.915,1.915,1.915,0,0
2019-07-21,Bleutrade,VTC,ETH,0.001458,0.001458,0.001458,0.001458,0,0
2019-07-21,Bleutrade,LEND,USDT,0.0171,0.0171,0.0171,0.0171,0,0
2019-07-21,Bleutrade,BTG,USDT,27.93,27.93,27.93,27.93,0,0
2019-07-21,Bleutrade,BTG,ETH,0.111,0.111,0.111,0.111,0,0
2019-07-21,Bleutrade,LEND,DOGE,10,10,10,10,0,0
2019-07-21,Bleutrade,LEND,BTC,0.00000257,0.00000257,0.00000257,0.00000257,0,0
2019-07-21,Bleutrade,LEND,ETH,0.00014,0.00014,0.00014,0.00014,0,0
2019-07-21,Bleutrade,BTG,BTC,0.002399,0.002399,0.002399,0.002399,0,0
2019-07-21,Bleutrade,VTC,DOGE,122.97,122.97,122.97,122.97,0,0
2019-07-21,Bleutrade,BSTY,ETH,0.00000346,0.00000346,0.00000346,0.00000346,0,0
2019-07-21,Bleutrade,BTG,DOGE,8315.79,8315.79,8315.79,8315.79,0,0
2019-07-21,Bleutrade,DGC,ETH,0.00002764,0.00002764,0.00002764,0.00002764,0,0
2019-07-21,Bleutrade,BSTY,DOGE,0.5,0.5,0.5,0.5,0,0
2019-07-21,Bleutrade,IOC,DOGE,250.43,250.43,250.43,250.43,0,0
2019-07-21,Bleutrade,BSTY,BTC,0.00000116,0.00000116,0.00000116,0.00000116,0,0
2019-07-21,Bleutrade,DGC,DOGE,5.78,5.78,5.78,5.78,0,0
2019-07-21,Bleutrade,BTC,USDT,10469.8,10792.8,10405.15,10792.8,2.122,22416.48
2019-07-21,Bleutrade,DGC,BTC,0.00000304,0.00000304,0.00000304,0.00000304,0,0
2019-07-21,Bleutrade,BTC,DOGE,2500000,2500000,2500000,2500000,0,0
2019-07-21,Bleutrade,ZET,ETH,0.00000736,0.00000736,0.00000736,0.00000736,0,0
2019-07-21,Bleutrade,BTC,ETH,40.55,40.55,40.55,40.55,0,0
2019-07-21,Bleutrade,ZET,BTC,6.6e-7,6.6e-7,6.6e-7,6.6e-7,0,0
2019-07-21,Bleutrade,DP,DOGE,18.81,18.81,18.81,18.81,0,0
2019-07-21,Bleutrade,ZET,DOGE,0.81,0.81,0.81,0.81,0,0
2019-07-21,Bleutrade,DP,BTC,0.00001092,0.00001092,0.00001092,0.00001092,0,0
2019-07-21,Bleutrade,CANN,DOGE,3.2,3.2,3.2,3.2,0,0
2019-07-21,Bleutrade,CANN,BTC,0.00000495,0.00000495,0.00000495,0.00000495,0,0
2019-07-21,Bleutrade,MUE,BTC,0.00001686,0.00001686,0.00001686,0.00001686,0,0
2019-07-21,Bleutrade,MUE,DOGE,13.5,13.5,13.5,13.5,0,0
2019-07-21,Bleutrade,DP,ETH,0.00005224,0.00005224,0.00005224,0.00005224,0,0
2019-07-21,Bleutrade,VTC,BTC,0.00003485,0.00003485,0.00003485,0.00003485,0,0
2019-07-21,Bleutrade,IOC,BTC,0.0004006,0.0004006,0.0004006,0.0004006,0,0
2019-07-21,Bluebelt,LTC,USD,79.6,79.6,79.6,79.6,0,0
2019-07-21,Bluebelt,SLS,BTC,0.002432,0.002432,0.002432,0.002432,0,0
2019-07-21,Bluebelt,SPD,ETH,0.006856,0.006856,0.006856,0.006856,0,0
2019-07-21,Bluebelt,SPD,BTC,0.0003069,0.0003069,0.0003069,0.0003069,0,0
2019-07-21,Bluebelt,XRP,BTC,0.00009181,0.00009181,0.00009181,0.00009181,0,0
2019-07-21,Bluebelt,BCH,BTC,0.05141,0.05141,0.05141,0.05141,0,0
2019-07-21,Bluebelt,ETH,BTC,0.02839,0.02839,0.02839,0.02839,0,0
2019-07-21,Bluebelt,ETC,BTC,0.001165,0.001165,0.001165,0.001165,0,0
2019-07-21,Bluebelt,LTC,BTC,0.007976,0.007976,0.007976,0.007976,0,0
2019-07-21,Bluebelt,XZC,BTC,0.001393,0.001393,0.001393,0.001393,0,0
2019-07-21,Braziliex,GMR,BTC,9.5e-7,9.5e-7,9.5e-7,9.5e-7,0,0
2019-07-21,Braziliex,DCR,BCH,0.01,0.01,0.01,0.01,0,0
2019-07-21,Braziliex,LTC,USDT,43.93,43.93,43.93,43.93,0,0
2019-07-21,Braziliex,DCR,USDT,41.54,41.54,41.54,41.54,0,0
2019-07-21,Braziliex,LTC,BCH,0.00899,0.00899,0.00899,0.00899,0,0
2019-07-21,Braziliex,BCH,BTC,0.027,0.027,0.027,0.027,0,0
2019-07-21,Braziliex,BTG,BTC,0.001801,0.001801,0.001801,0.001801,0,0
2019-07-21,Braziliex,ETH,USDT,126.49,126.49,126.49,126.49,0,0
2019-07-21,Braziliex,GNT,BTC,0.00000441,0.00000441,0.00000441,0.00000441,0,0
2019-07-21,Braziliex,EOS,BTC,0.0003108,0.0003108,0.0003108,0.0003108,0,0
2019-07-21,Braziliex,ETH,BRL,829.66,861.66,820.03,856.04,25.42,21175.45
2019-07-21,Braziliex,EOS,BRL,35.49,35.49,35.49,35.49,0,0
2019-07-21,Braziliex,LTC,BRL,373,400,367.1,389.98,12.46,4771.16
2019-07-21,Braziliex,BCH,USDT,470.21,470.21,470.21,470.21,0,0
2019-07-21,Braziliex,BCH,BRL,1203.7,1258.22,1203.65,1203.65,0.8742,1066.57
2019-07-21,Braziliex,DCR,BTC,0.00275,0.00275,0.00275,0.00275,0,0
2019-07-21,Braziliex,GNT,BRL,0.23,0.23,0.23,0.23,0,0
2019-07-21,Braziliex,LTC,BTC,0.009296,0.01,0.009296,0.01,0.4709,0.004389
2019-07-21,Braziliex,ETH,BTC,0.02071,0.0222,0.02071,0.0222,0.2131,0.004472
2019-07-21,Braziliex,DCR,BRL,129.98,136.49,106.02,136.49,0.6883,90.06
2019-07-21,Braziliex,BTG,BRL,36.53,36.53,36.53,36.53,0,0
2019-07-21,Braziliex,BTC,USDT,3814.89,3814.89,3814.89,3814.89,0,0
2019-07-21,Braziliex,SNGLS,USDT,0.045,0.045,0.045,0.045,0,0
2019-07-21,Braziliex,XMR,USDT,110.27,110.27,110.27,110.27,0,0
2019-07-21,Braziliex,SMART,USDT,0.0035,0.0035,0.0035,0.0035,0,0
2019-07-21,Braziliex,XMR,BCH,0.6511,0.6511,0.6511,0.6511,0,0
2019-07-21,Braziliex,SNGLS,BTC,9e-7,9e-7,8.6e-7,8.6e-7,200,0.00018
2019-07-21,Braziliex,BTC,BRL,39212,40350,39110.09,40010,5.535,219919.18
2019-07-21,Braziliex,SMART,BTC,5.7e-7,5.7e-7,5.7e-7,5.7e-7,0,0
2019-07-21,Braziliex,XMR,BRL,299,299,299,299,0,0
2019-07-21,Braziliex,SMART,BRL,0.04,0.04,0.04,0.04,0,0
2019-07-21,Braziliex,SNGLS,BRL,0.04,0.04,0.04,0.04,0,0
2019-07-21,Braziliex,XRP,BRL,1.22,1.3,1.21,1.25,4335.86,5407.54
2019-07-21,Braziliex,ETC,BTC,0.0007,0.0007,0.0007,0.0007,0,0
2019-07-21,Braziliex,XRP,BTC,0.00003001,0.00003001,0.00003001,0.00003001,0,0
2019-07-21,Braziliex,ZEC,BRL,285.89,368.9,279,295.15,32.25,9783.03
2019-07-21,Braziliex,XMR,BTC,0.007534,0.007534,0.007534,0.007534,0,0
2019-07-21,Braziliex,ZEC,BTC,0.0072,0.0072,0.0072,0.0072,0,0
2019-07-21,Braziliex,XRP,USDT,0.35,0.35,0.35,0.35,0,0
2019-07-21,Braziliex,ETC,USDT,12,12,12,12,0,0
2019-07-21,Braziliex,TRX,BTC,0.0000042,0.0000042,0.0000042,0.0000042,0,0
2019-07-21,Braziliex,ETC,BRL,15,15,15,15,0,0
2019-07-21,Braziliex,TUSD,BRL,3.79,3.79,3.7,3.7,13.94,52.85
2019-07-21,Braziliex,BNB,USDT,14,14,14,14,0,0
2019-07-21,Braziliex,BNB,BTC,0.00226,0.00226,0.00226,0.00226,0,0
2019-07-21,Braziliex,IOP,BTC,0.000023,0.000023,0.000023,0.000023,0,0
2019-07-21,Braziliex,IOP,BRL,0.37,0.37,0.37,0.37,0,0
2019-07-21,Braziliex,MXT,USDT,0.018,0.018,0.018,0.018,0,0
2019-07-21,Braziliex,TRX,BRL,0.25,0.25,0.25,0.25,0,0
2019-07-21,Braziliex,LCC,BRL,0.09,0.09,0.09,0.09,0,0
2019-07-21,Braziliex,LCC,USDT,0.0227,0.0227,0.0227,0.0227,0,0
2019-07-21,Braziliex,USDT,BRL,3.83,3.83,3.76,3.82,462.3,1765.81
2019-07-21,Braziliex,LCC,BTC,0.00000396,0.00000396,0.00000396,0.00000396,0,0
2019-07-21,Braziliex,BNB,BRL,94.04,94.04,94.04,94.04,0,0
2019-07-21,Braziliex,MXT,BTC,0.000001,0.000001,0.000001,0.000001,0,0
2019-07-21,Braziliex,CRW,BTC,0.00000123,0.00000123,0.00000123,0.00000123,0,0
2019-07-21,Braziliex,OMG,BTC,0.000157,0.000157,0.000157,0.000157,0,0
2019-07-21,Braziliex,MXT,BRL,0.1,0.1,0.1,0.1,0,0
2019-07-21,Braziliex,OMG,BRL,6.15,6.68,6.01,6.6,39.97,245.97
2019-07-21,Braziliex,CRW,BRL,1.27,1.27,1.27,1.27,0,0
2019-07-21,Braziliex,DASH,USDT,27.5,27.5,27.5,27.5,0,0
2019-07-21,Braziliex,DASH,BRL,460,480.87,430,430.65,3.104,1416.03
2019-07-21,Braziliex,DASH,BTC,0.0159,0.0159,0.0159,0.0159,0,0
2019-07-21,Braziliex,CFTY,BTC,2e-8,2e-8,2e-8,2e-8,0,0
2019-07-21,Braziliex,NBR,BTC,6e-8,6e-8,6e-8,6e-8,0,0
2019-07-21,Braziliex,CFTY,USDT,0.00199,0.00199,0.00199,0.00199,0,0
2019-07-21,Buda,BCH,COP,2130000,2130000,2130000,2130000,0,0
2019-07-21,Buda,ETH,ARS,9914.4,9914.4,9018.02,9018.02,0.07422,735.81
2019-07-21,Buda,BCH,ARS,12570.01,12570.01,12570.01,12570.01,0,0
2019-07-21,Buda,ETH,BTC,0.0229,0.0229,0.02,0.02,0.01162,0.000266
2019-07-21,Buda,ETH,COP,1500000,1500000,1500000,1500000,0,0
2019-07-21,Buda,LTC,ARS,4091.32,4137.51,4091.32,4137.51,0.356,1456.51
2019-07-21,Buda,BCH,CLP,233737,236998,230935.7,231957.9,10.75,2487307.1
2019-07-21,Buda,BTC,ARS,457832.79,457832.79,438876.86,438876.86,0.00596,2728.68
2019-07-21,Buda,BTC,COP,31828123,33118369.41,31828123,32701087.19,0.297,9584510.19
2019-07-21,Buda,BTC,CLP,7590000,7667468,7317256,7667468,6.389,47691356.42
2019-07-21,Buda,ETH,PEN,839.98,839.99,839.98,839.99,0.006048,5.081
2019-07-21,Buda,LTC,PEN,350,385,350,350,0.1891,66.51
2019-07-21,Buda,LTC,CLP,66923,73500,66923,71461.5,26.86,1917613.99
2019-07-21,Buda,BCH,PEN,1400,1400,1400,1400,0,0
2019-07-21,Buda,LTC,BTC,0.009371,0.009439,0.009371,0.009439,0.34,0.003186
2019-07-21,Buda,BTC,PEN,35213.57,36298.7,35208.77,36298.7,0.1696,6081.02
2019-07-21,Buda,LTC,COP,201014,201014,201014,201014,0,0
2019-07-21,Buda,BCH,BTC,0.0274,0.03045,0.0274,0.03045,0.001718,0.00004706
2019-07-21,Buda,ETH,CLP,159319.2,175900,154240,171795,71.63,11592785.02
2019-07-21,CBX,GRIN,BTC,0.0002868,0.0003032,0.000285,0.0003016,11162.85,3.276
2019-07-21,CBX,EOS,USDT,4.326,4.344,4.155,4.302,126696.18,539596.69
2019-07-21,CBX,LTC,EOS,12.2,12.2,12.2,12.2,0,0
2019-07-21,CBX,ETC,USDT,5.635,5.635,5.635,5.635,0,0
2019-07-21,CBX,MGGT,BTC,7e-8,8e-8,7e-8,7e-8,243000206,17.01
2019-07-21,CBX,GRIN,USDT,3.033,3.237,2.983,3.237,4518.49,13978.9
2019-07-21,CBX,NEO,BTC,0.001552,0.001552,0.001552,0.001552,0,0
2019-07-21,CBX,EOS,ETH,0.01919,0.0194,0.01866,0.01882,6451.21,122.49
2019-07-21,CBX,LTC,USDT,99.59,101.35,96.48,100.27,137.56,13585.93
2019-07-21,CBX,XRP,BTC,0.00003119,0.00003141,0.0000308,0.00003103,251907.1,7.825
2019-07-21,CBX,BCH,USDT,320.79,331.84,310.55,324.21,1996.21,642814.4
2019-07-21,CBX,BSV,USDT,176.73,187.82,164.6,172.85,2146.73,375846.09
2019-07-21,CBX,BCH,BTC,0.03031,0.03096,0.02999,0.03021,301.35,9.18
2019-07-21,CBX,ETC,BTC,0.000961,0.000961,0.000961,0.000961,0,0
2019-07-21,CBX,LTC,BTC,0.009413,0.009462,0.00915,0.009329,943.75,8.822
2019-07-21,CBX,XRP,USDT,0.3308,0.3349,0.3207,0.3327,51105.8,16782.82
2019-07-21,CBX,EOS,BTC,0.0004087,0.0004107,0.0003966,0.0003997,18270.43,7.363
2019-07-21,CBX,ETH,BTC,0.0213,0.0214,0.02103,0.02126,357.97,7.598
2019-07-21,CBX,NEO,USDT,12.94,13.58,12.47,13.33,2058.86,26750.84
2019-07-21,CBX,ETH,USDT,225.28,229.44,217.26,228.27,1709.5,383619.61
2019-07-21,CBX,MIXI,BTC,0.02066,0.021,0.0203,0.02033,226.82,4.701
2019-07-21,CBX,BSV,BTC,0.01672,0.01738,0.01576,0.01608,467.41,7.743
2019-07-21,CBX,XLM,USDT,0.1275,0.1275,0.1275,0.1275,0,0
2019-07-21,CBX,QTUM,BTC,0.000388,0.000388,0.000388,0.000388,0,0
2019-07-21,CBX,BTC,USDT,10583.61,10806.34,10311.25,10739.37,4416.24,47074805.51
2019-07-21,CBX,QTUM,USDT,3.233,3.364,3.115,3.281,4676.48,14981.01
2019-07-21,CBX,ZEC,BTC,0.007119,0.007252,0.007083,0.007233,730.97,5.233
2019-07-21,CCCAGG,42,USD,15100,15100,15100,15100,0,0
2019-07-21,CCCAGG,42,BCH,43.67,43.67,43.67,43.67,0,0
2019-07-21,CCCAGG,611,BCH,0.0002001,0.0002001,0.0002001,0.0002001,0,0
2019-07-21,CCCAGG,808,XMR,0.00002796,0.00002796,0.00002796,0.00002796,0,0
2019-07-21,CCCAGG,42,POP,60000000,60000000,60000000,60000000,0,0
2019-07-21,CCCAGG,42,ETH,135,135,135,135,0,0
2019-07-21,CCCAGG,42,DOT,700000,700000,700000,700000,0,0
2019-07-21,CCCAGG,42,XMR,21,21,21,21,0,0
2019-07-21,CCCAGG,42,FTC,2441900,2441900,2441900,2441900,0,0
2019-07-21,CCCAGG,808,DOT,0.5,0.5,0.5,0.5,0,0
2019-07-21,CCCAGG,300,DOGE,50002,50002,50002,50002,0,0
2019-07-21,CCCAGG,300,LTC,3.96,3.96,3.96,3.96,0,0
